Frame_Number,Time_Stamp,SpineBase_x,SpineBase_y,SpineBase_z,ScreenX,ScreenY,SpineMid_x,SpineMid_y,SpineMid_z,ScreenX,ScreenY,Neck_x,Neck_y,Neck_z,ScreenX,ScreenY,Head_x,Head_y,Head_z,ScreenX,ScreenY,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ScreenX,ScreenY,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ScreenX,ScreenY,WristLeft_x,WristLeft_y,WristLeft_z,ScreenX,ScreenY,HandLeft_x,HandLeft_y,HandLeft_z,ScreenX,ScreenY,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ScreenX,ScreenY,ElbowRight_x,ElbowRight_y,ElbowRight_z,ScreenX,ScreenY,WristRight_x,WristRight_y,WristRight_z,ScreenX,ScreenY,HandRight_x,HandRight_y,HandRight_z,ScreenX,ScreenY,HipLeft_x,HipLeft_y,HipLeft_z,ScreenX,ScreenY,KneeLeft_x,KneeLeft_y,KneeLeft_z,ScreenX,ScreenY,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,ScreenX,ScreenY,FootLeft_x,FootLeft_y,FootLeft_z,ScreenX,ScreenY,HipRight_x,HipRight_y,HipRight_z,ScreenX,ScreenY,KneeRight_x,KneeRight_y,KneeRight_z,ScreenX,ScreenY,AnkleRight_x,AnkleRight_y,AnkleRight_z,ScreenX,ScreenY,FootRight_x,FootRight_y,FootRight_z,ScreenX,ScreenY,SpineShoulder_x,SpineShoulder_y,SpineShoulder_z,ScreenX,ScreenY,HandTipLeft_x,HandTipLeft_y,HandTipLeft_z,ScreenX,ScreenY,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,ScreenX,ScreenY,HandTipRight_x,HandTipRight_y,HandTipRight_z,ScreenX,ScreenY,ThumbRight_x,ThumbRight_y,ThumbRight_z,ScreenX,ScreenY,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,
21,0,0.122163,-0.402992,1.86817,0,0,0.132887,-0.105254,1.95746,0,0,0.142125,0.181926,2.03188,0,0,0.156557,0.330604,2.06848,0,0,-0.0283169,0.0650229,1.97537,0,0,-0.155237,-0.15642,2.00631,0,0,-0.127397,0.00506179,1.77928,0,0,-0.129845,0.0499205,1.7264,0,0,0.308283,0.0445831,2.01295,0,0,0.361482,-0.199121,1.98092,0,0,0.347122,-0.0456886,1.77208,0,0,0.341183,-0.0237043,1.72962,0,0,0.0452148,-0.388491,1.82815,0,0,-0.0206611,-0.686678,1.63435,0,0,-0.0387716,-0.981368,1.67632,0,0,-0.0313144,-1.03438,1.55448,0,0,0.194037,-0.401736,1.83528,0,0,0.176063,-0.688432,1.7463,0,0,0.168276,-0.970073,1.79974,0,0,0.184198,-1.03791,1.72276,0,0,0.140031,0.111439,2.01574,0,0,-0.149323,0.114894,1.66235,0,0,-0.0694755,0.0658585,1.72089,0,0,0.343831,0.0267317,1.6749,0,0,0.286234,-0.00717484,1.71707,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
22,0,0.0988354,-0.405835,1.86796,0,0,0.109064,-0.103693,1.95737,0,0,0.117759,0.187871,2.03165,0,0,0.125338,0.335548,2.06912,0,0,-0.0508771,0.069724,1.97508,0,0,-0.162329,-0.159912,1.98501,0,0,-0.140657,0.00224054,1.76046,0,0,-0.147398,0.0422674,1.7138,0,0,0.289802,0.0479014,2.00517,0,0,0.343792,-0.199566,1.99938,0,0,0.339619,-0.0535992,1.77645,0,0,0.334325,-0.032033,1.73166,0,0,0.0237608,-0.391784,1.82792,0,0,-0.0295703,-0.729839,1.68964,0,0,-0.0410786,-1.01025,1.71886,0,0,-0.03361,-1.05596,1.59155,0,0,0.169958,-0.403976,1.83491,0,0,0.171353,-0.697639,1.74759,0,0,0.16431,-0.962668,1.80083,0,0,0.184729,-1.03181,1.72803,0,0,0.115789,0.116282,2.01557,0,0,-0.161078,0.114115,1.65779,0,0,-0.080742,0.0592626,1.71108,0,0,0.350716,0.0220365,1.66439,0,0,0.276861,-0.0137093,1.71667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
23,0,0.0802022,-0.409532,1.86905,0,0,0.0863454,-0.103772,1.95585,0,0,0.0909911,0.191647,2.02697,0,0,0.098601,0.338308,2.06825,0,0,-0.0702814,0.0709647,1.97277,0,0,-0.169534,-0.163123,1.98536,0,0,-0.159489,-0.00155979,1.75687,0,0,-0.167519,0.0435703,1.71172,0,0,0.268571,0.0535818,1.99616,0,0,0.322804,-0.188132,1.99468,0,0,0.325963,-0.0592507,1.77987,0,0,0.318006,-0.0302422,1.72736,0,0,0.00592891,-0.397737,1.82987,0,0,-0.0378189,-0.742193,1.72218,0,0,-0.0465597,-1.02379,1.75222,0,0,-0.0403727,-1.07114,1.62558,0,0,0.151093,-0.405316,1.83506,0,0,0.159723,-0.743877,1.74283,0,0,0.161992,-1.00357,1.81309,0,0,0.173308,-1.03086,1.69485,0,0,0.0899964,0.11909,2.01173,0,0,-0.182757,0.103585,1.66222,0,0,-0.0997397,0.060079,1.70394,0,0,0.319497,0.000929742,1.66645,0,0,0.261105,-0.0132555,1.71665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
24,0,0.0590839,-0.410531,1.86988,0,0,0.0614732,-0.102404,1.95513,0,0,0.0632717,0.195009,2.02483,0,0,0.0572116,0.340497,2.06171,0,0,-0.09454,0.0720597,1.97729,0,0,-0.188561,-0.165643,1.9711,0,0,-0.180244,0.00781665,1.75163,0,0,-0.189972,0.051089,1.71903,0,0,0.226248,0.0650023,1.9764,0,0,0.308047,-0.176848,2.00195,0,0,0.276928,-0.0358999,1.77209,0,0,0.289642,-0.0132811,1.72444,0,0,-0.0161833,-0.401306,1.83331,0,0,-0.0440084,-0.707805,1.73951,0,0,-0.0399621,-1.02769,1.77902,0,0,-0.0371622,-1.08389,1.65863,0,0,0.131492,-0.403864,1.83336,0,0,0.154992,-0.742329,1.74105,0,0,0.158158,-1.00188,1.8117,0,0,0.149451,-1.06406,1.72239,0,0,0.0629035,0.122002,2.00993,0,0,-0.217348,0.110314,1.66634,0,0,-0.124196,0.0660483,1.71437,0,0,0.306255,0.0114916,1.68765,0,0,0.231851,0.0082775,1.71273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
25,0,0.0408429,-0.413657,1.87054,0,0,0.0394137,-0.103956,1.95621,0,0,0.0370913,0.194997,2.02648,0,0,0.019668,0.338941,2.061,0,0,-0.129416,0.0615546,1.98667,0,0,-0.206121,-0.17065,1.97265,0,0,-0.204159,0.0105818,1.75956,0,0,-0.214113,0.0533678,1.73349,0,0,0.20263,0.0704616,1.97146,0,0,0.303206,-0.161591,2.02774,0,0,0.277596,-0.0368384,1.77795,0,0,0.262262,0.0115091,1.71767,0,0,-0.0338528,-0.406609,1.83602,0,0,-0.0497774,-0.704267,1.7456,0,0,-0.0471702,-1.03279,1.79078,0,0,-0.0514105,-1.09323,1.67409,0,0,0.113348,-0.404692,1.83189,0,0,0.145897,-0.735427,1.73609,0,0,0.149458,-0.993619,1.81086,0,0,0.169586,-1.04022,1.70759,0,0,0.0377652,0.121607,2.01143,0,0,-0.238667,0.113587,1.68555,0,0,-0.14455,0.0767962,1.73555,0,0,0.26427,0.0462581,1.67873,0,0,0.209793,0.0145387,1.71245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
26,0,0.0242436,-0.416694,1.87083,0,0,0.0179411,-0.105927,1.95748,0,0,0.0111731,0.19402,2.02887,0,0,-0.0140947,0.340123,2.07052,0,0,-0.15052,0.0508026,1.99281,0,0,-0.226193,-0.176761,1.9779,0,0,-0.228473,0.00840589,1.76832,0,0,-0.239312,0.0492043,1.74225,0,0,0.172955,0.0761306,1.96499,0,0,0.300161,-0.14939,2.0104,0,0,0.255276,-0.0192716,1.7765,0,0,0.230124,0.0377404,1.70891,0,0,-0.0502143,-0.412297,1.83831,0,0,-0.0551183,-0.705011,1.7492,0,0,-0.0516969,-1.03818,1.79699,0,0,-0.0622261,-1.10039,1.68254,0,0,0.0973405,-0.404947,1.83008,0,0,0.139058,-0.735934,1.73071,0,0,0.149869,-0.998934,1.78933,0,0,0.168481,-1.06424,1.70878,0,0,0.0128982,0.120392,2.01353,0,0,-0.263839,0.111836,1.69491,0,0,-0.171906,0.0643917,1.74,0,0,0.219605,0.0875509,1.67084,0,0,0.17431,0.0405904,1.70786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
27,0,0.00800276,-0.418822,1.87058,0,0,-0.00361874,-0.10863,1.96095,0,0,-0.0155872,0.19041,2.03685,0,0,-0.0449017,0.333779,2.07313,0,0,-0.163137,0.0461309,1.99843,0,0,-0.246045,-0.182787,1.97648,0,0,-0.248573,0.00283959,1.77637,0,0,-0.260063,0.0421583,1.74636,0,0,0.166298,0.0752725,1.96463,0,0,0.271587,-0.11361,1.92396,0,0,0.219262,0.0105182,1.7638,0,0,0.188503,0.0668154,1.7071,0,0,-0.065811,-0.41536,1.83954,0,0,-0.0669704,-0.709996,1.75336,0,0,-0.0533693,-1.03979,1.80239,0,0,-0.0622048,-1.10443,1.69007,0,0,0.081427,-0.405878,1.8282,0,0,0.127588,-0.733756,1.71593,0,0,0.146301,-1.02437,1.76919,0,0,0.137663,-1.08777,1.65536,0,0,-0.0126008,0.117027,2.02031,0,0,-0.273706,0.110376,1.69916,0,0,-0.193724,0.0569566,1.74574,0,0,0.188718,0.123334,1.66082,0,0,0.13258,0.0652027,1.705,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
28,0,-0.0057629,-0.424482,1.86793,0,0,-0.0206348,-0.113708,1.96296,0,0,-0.0358031,0.185868,2.04362,0,0,-0.0722501,0.328675,2.08636,0,0,-0.194569,0.0290773,2.01132,0,0,-0.26196,-0.189653,1.97188,0,0,-0.259762,-0.0096204,1.77346,0,0,-0.266847,0.0284334,1.73205,0,0,0.10163,0.0505953,1.94065,0,0,0.27189,-0.113552,1.93401,0,0,0.185583,0.0402379,1.74693,0,0,0.141163,0.0923311,1.70161,0,0,-0.080074,-0.424341,1.83855,0,0,-0.0711395,-0.711869,1.75586,0,0,-0.0566902,-1.04743,1.80652,0,0,-0.07894,-1.11316,1.69831,0,0,0.0680197,-0.408528,1.82391,0,0,0.114559,-0.71767,1.67416,0,0,0.137279,-1.01687,1.72165,0,0,0.115963,-1.07772,1.60767,0,0,-0.0320484,0.112336,2.02588,0,0,-0.272436,0.100433,1.68784,0,0,-0.200761,0.0431333,1.72943,0,0,0.118806,0.147905,1.65958,0,0,0.0904306,0.081467,1.70925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
29,0,-0.0138642,-0.425438,1.86659,0,0,-0.0355541,-0.116271,1.9666,0,0,-0.0576435,0.181185,2.05346,0,0,-0.0915056,0.322781,2.098,0,0,-0.203186,0.0274235,2.01513,0,0,-0.284133,-0.178916,1.90907,0,0,-0.259255,-0.0196889,1.72445,0,0,-0.255756,0.0088474,1.68414,0,0,0.098461,0.0487311,1.94065,0,0,0.253297,-0.0893368,1.89013,0,0,0.127615,0.0690754,1.7352,0,0,0.078116,0.114612,1.68847,0,0,-0.0876861,-0.42637,1.83695,0,0,-0.0745752,-0.710646,1.75988,0,0,-0.058177,-1.04787,1.80666,0,0,-0.0804256,-1.11301,1.69801,0,0,0.0602295,-0.40807,1.82276,0,0,0.107083,-0.6677,1.62721,0,0,0.124795,-0.984437,1.68214,0,0,0.100827,-1.05549,1.58017,0,0,-0.0522229,0.108206,2.03412,0,0,-0.260936,0.0751793,1.61836,0,0,-0.191245,0.02281,1.6846,0,0,0.0510042,0.168273,1.64556,0,0,0.0319524,0.100393,1.70241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
30,0,-0.0206577,-0.426171,1.86458,0,0,-0.0545413,-0.11871,1.96664,0,0,-0.0900767,0.17697,2.05535,0,0,-0.111332,0.319709,2.12296,0,0,-0.19948,0.030642,2.01452,0,0,-0.287928,-0.179488,1.91247,0,0,-0.246944,-0.077844,1.71231,0,0,-0.220328,-0.0196288,1.62223,0,0,0.100797,0.0640132,1.95685,0,0,0.183285,-0.0260902,1.78103,0,0,0.0413305,0.0862703,1.69783,0,0,-0.00210276,0.123925,1.66918,0,0,-0.0954406,-0.427932,1.83569,0,0,-0.0783039,-0.706053,1.75876,0,0,-0.0598752,-1.04549,1.80765,0,0,-0.0773452,-1.11321,1.70076,0,0,0.0546257,-0.407929,1.82011,0,0,0.0970828,-0.627549,1.5914,0,0,0.117736,-0.948402,1.64803,0,0,0.0992687,-1.027,1.55502,0,0,-0.0812628,0.104428,2.03561,0,0,-0.22366,0.039912,1.548,0,0,-0.16198,-0.0152664,1.62419,0,0,-0.0410838,0.177709,1.64358,0,0,-0.0469249,0.108134,1.68387,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
31,0,-0.0379038,-0.434393,1.85877,0,0,-0.0962926,-0.163006,1.95513,0,0,-0.15113,0.0960352,2.03752,0,0,-0.128946,0.265123,2.11955,0,0,-0.229208,0.0551976,2.04346,0,0,-0.26626,-0.122068,1.82455,0,0,-0.200892,-0.0650035,1.6333,0,0,-0.163126,-0.0319653,1.58883,0,0,0.0988208,0.0749675,1.97002,0,0,0.131642,0.00577142,1.76849,0,0,-0.0801552,0.140183,1.65167,0,0,-0.112738,0.163917,1.63629,0,0,-0.120188,-0.433583,1.82071,0,0,-0.0802955,-0.701798,1.7553,0,0,-0.0617782,-1.04668,1.8097,0,0,-0.0813015,-1.11779,1.70761,0,0,0.042484,-0.418589,1.82031,0,0,0.0767915,-0.581454,1.55299,0,0,0.0868953,-0.87705,1.59165,0,0,0.063163,-0.938954,1.47855,0,0,-0.136617,0.0336005,2.02004,0,0,-0.129759,0.0166757,1.53095,0,0,-0.113924,-0.0344229,1.58956,0,0,-0.143033,0.173969,1.62722,0,0,-0.133853,0.151273,1.63975,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
