Frame_Number,Time_Stamp,SpineBase_x,SpineBase_y,SpineBase_z,ScreenX,ScreenY,SpineMid_x,SpineMid_y,SpineMid_z,ScreenX,ScreenY,Neck_x,Neck_y,Neck_z,ScreenX,ScreenY,Head_x,Head_y,Head_z,ScreenX,ScreenY,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ScreenX,ScreenY,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ScreenX,ScreenY,WristLeft_x,WristLeft_y,WristLeft_z,ScreenX,ScreenY,HandLeft_x,HandLeft_y,HandLeft_z,ScreenX,ScreenY,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ScreenX,ScreenY,ElbowRight_x,ElbowRight_y,ElbowRight_z,ScreenX,ScreenY,WristRight_x,WristRight_y,WristRight_z,ScreenX,ScreenY,HandRight_x,HandRight_y,HandRight_z,ScreenX,ScreenY,HipLeft_x,HipLeft_y,HipLeft_z,ScreenX,ScreenY,KneeLeft_x,KneeLeft_y,KneeLeft_z,ScreenX,ScreenY,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,ScreenX,ScreenY,FootLeft_x,FootLeft_y,FootLeft_z,ScreenX,ScreenY,HipRight_x,HipRight_y,HipRight_z,ScreenX,ScreenY,KneeRight_x,KneeRight_y,KneeRight_z,ScreenX,ScreenY,AnkleRight_x,AnkleRight_y,AnkleRight_z,ScreenX,ScreenY,FootRight_x,FootRight_y,FootRight_z,ScreenX,ScreenY,SpineShoulder_x,SpineShoulder_y,SpineShoulder_z,ScreenX,ScreenY,HandTipLeft_x,HandTipLeft_y,HandTipLeft_z,ScreenX,ScreenY,ThumbLeft_x,ThumbLeft_y,ThumbLeft_z,ScreenX,ScreenY,HandTipRight_x,HandTipRight_y,HandTipRight_z,ScreenX,ScreenY,ThumbRight_x,ThumbRight_y,ThumbRight_z,ScreenX,ScreenY,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,Start_Joint,End_Joint,Absolute_Orientation_x,Absolute_Orientation_y,Absolute_Orientation_z,Hierarchical_Orientation_x,Hierarchical_Orientation_y,Hierarchical_Orientation_z,
65,0,0.20431,-0.3938,1.74541,0,0,0.222123,-0.0859059,1.81282,0,0,0.237617,0.209982,1.86427,0,0,0.283619,0.352518,1.88131,0,0,0.0435415,0.102536,1.81278,0,0,-0.0283452,-0.121427,1.77313,0,0,-0.0428908,-0.33772,1.63107,0,0,-0.0424417,-0.385482,1.60911,0,0,0.423005,0.0480118,1.84959,0,0,0.435725,-0.200907,1.81261,0,0,0.444744,-0.403764,1.70225,0,0,0.442185,-0.470353,1.65504,0,0,0.127105,-0.37491,1.69948,0,0,0.0621762,-0.652626,1.52664,0,0,0.0649647,-0.958723,1.51133,0,0,0.0800889,-0.984689,1.37332,0,0,0.273042,-0.396301,1.71794,0,0,0.261847,-0.664706,1.62398,0,0,0.226784,-0.911261,1.69048,0,0,0.264716,-0.976149,1.62048,0,0,0.234105,0.137516,1.85394,0,0,-0.0379984,-0.432586,1.5779,0,0,-0.00247213,-0.388517,1.61038,0,0,0.444514,-0.528355,1.63124,0,0,0.425446,-0.498562,1.61321,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
66,0,0.214562,-0.39031,1.72867,0,0,0.231774,-0.0826516,1.79076,0,0,0.246405,0.212984,1.83679,0,0,0.292346,0.355464,1.85,0,0,0.0522941,0.106837,1.79109,0,0,-0.0362477,-0.12044,1.76834,0,0,-0.0647916,-0.327792,1.64677,0,0,-0.0695208,-0.385605,1.61826,0,0,0.429753,0.0523304,1.81856,0,0,0.448121,-0.194337,1.78858,0,0,0.452808,-0.396252,1.68159,0,0,0.446199,-0.464415,1.62891,0,0,0.135523,-0.371308,1.68494,0,0,0.0874496,-0.626848,1.49327,0,0,0.0889815,-0.942812,1.43751,0,0,0.100485,-0.956952,1.29521,0,0,0.284516,-0.392908,1.6993,0,0,0.26469,-0.667378,1.61988,0,0,0.210821,-0.98307,1.70711,0,0,0.197287,-1.06542,1.61537,0,0,0.243135,0.140595,1.82782,0,0,-0.0631979,-0.435303,1.59327,0,0,-0.0380737,-0.381313,1.5974,0,0,0.444882,-0.520593,1.60723,0,0,0.432416,-0.496167,1.58433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
67,0,0.226596,-0.386504,1.70484,0,0,0.241232,-0.0799495,1.76273,0,0,0.253259,0.214514,1.80458,0,0,0.297635,0.357571,1.81143,0,0,0.0591367,0.107637,1.76902,0,0,-0.0458095,-0.117346,1.76357,0,0,-0.0803107,-0.305925,1.65896,0,0,-0.0883824,-0.380068,1.61922,0,0,0.434591,0.0568292,1.78424,0,0,0.454693,-0.18761,1.74947,0,0,0.455358,-0.386845,1.64696,0,0,0.444123,-0.452624,1.59179,0,0,0.14615,-0.367654,1.66186,0,0,0.10594,-0.606545,1.4695,0,0,0.12864,-0.926469,1.36434,0,0,0.138861,-0.928799,1.21947,0,0,0.297286,-0.388837,1.6749,0,0,0.278802,-0.64577,1.588,0,0,0.232309,-0.983336,1.67447,0,0,0.217706,-1.06035,1.58965,0,0,0.250652,0.142439,1.79665,0,0,-0.0836169,-0.433752,1.59147,0,0,-0.0638214,-0.378456,1.58861,0,0,0.439802,-0.511987,1.56729,0,0,0.410038,-0.491396,1.55189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
68,0,0.240913,-0.38267,1.67585,0,0,0.250259,-0.0766004,1.7306,0,0,0.257106,0.217336,1.76917,0,0,0.300083,0.360846,1.76975,0,0,0.0662843,0.108615,1.73791,0,0,-0.0523927,-0.117248,1.75031,0,0,-0.0891719,-0.307414,1.65364,0,0,-0.100964,-0.382025,1.60676,0,0,0.438078,0.062687,1.7435,0,0,0.456399,-0.180584,1.70031,0,0,0.450518,-0.370722,1.5952,0,0,0.437375,-0.434208,1.54088,0,0,0.158832,-0.365545,1.63407,0,0,0.133182,-0.591585,1.43851,0,0,0.154499,-0.914184,1.30633,0,0,0.160293,-0.912051,1.16063,0,0,0.312488,-0.383105,1.64478,0,0,0.226165,-0.611426,1.50135,0,0,0.263282,-0.860835,1.61506,0,0,0.235514,-0.939443,1.56461,0,0,0.25579,0.145411,1.76207,0,0,-0.0982216,-0.433747,1.5811,0,0,-0.0749924,-0.378572,1.57949,0,0,0.427116,-0.489107,1.51057,0,0,0.407014,-0.436107,1.54421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
69,0,0.252052,-0.379223,1.63986,0,0,0.257725,-0.073783,1.68937,0,0,0.260785,0.219266,1.72285,0,0,0.298907,0.365074,1.72311,0,0,0.0712735,0.110658,1.70016,0,0,-0.0546334,-0.118467,1.72048,0,0,-0.0972329,-0.31139,1.62911,0,0,-0.102855,-0.384581,1.58095,0,0,0.442588,0.0691471,1.69525,0,0,0.455105,-0.164851,1.64905,0,0,0.446092,-0.355098,1.52905,0,0,0.429048,-0.421079,1.47555,0,0,0.169066,-0.364593,1.59729,0,0,0.168254,-0.58992,1.42098,0,0,0.155924,-0.899448,1.22819,0,0,0.152421,-0.887097,1.0813,0,0,0.323788,-0.37707,1.60971,0,0,0.222777,-0.600199,1.46612,0,0,0.277195,-0.842183,1.58755,0,0,0.249044,-0.920938,1.53709,0,0,0.260416,0.147604,1.717,0,0,-0.101654,-0.435352,1.55605,0,0,-0.0768042,-0.383844,1.55261,0,0,0.417732,-0.476117,1.44576,0,0,0.401543,-0.417537,1.49738,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
70,0,0.260779,-0.37425,1.58945,0,0,0.262597,-0.0686307,1.63718,0,0,0.261983,0.224246,1.66884,0,0,0.295296,0.372918,1.67129,0,0,0.0734011,0.111381,1.65523,0,0,-0.0486222,-0.117018,1.67658,0,0,-0.0939715,-0.311467,1.58706,0,0,-0.0962362,-0.384528,1.5416,0,0,0.447936,0.0791413,1.63891,0,0,0.460326,-0.147871,1.58908,0,0,0.443342,-0.338761,1.45866,0,0,0.423312,-0.404388,1.40513,0,0,0.176755,-0.362053,1.54943,0,0,0.154135,-0.57713,1.35816,0,0,0.210086,-0.918786,1.29235,0,0,0.21601,-0.934954,1.15148,0,0,0.332819,-0.36931,1.55698,0,0,0.226663,-0.602587,1.40284,0,0,0.418951,-0.690628,1.5448,0,0,0.309336,-0.655431,1.43087,0,0,0.262517,0.152681,1.66344,0,0,-0.0932896,-0.435896,1.51568,0,0,-0.0698601,-0.382987,1.51316,0,0,0.416074,-0.457582,1.36947,0,0,0.390262,-0.409887,1.42729,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
71,0,0.263789,-0.366588,1.53434,0,0,0.265407,-0.0603402,1.58608,0,0,0.264625,0.232553,1.6218,0,0,0.290886,0.38493,1.61993,0,0,0.0780273,0.11592,1.60651,0,0,-0.0381289,-0.117242,1.62568,0,0,-0.0840017,-0.309279,1.53906,0,0,-0.0840425,-0.381377,1.48888,0,0,0.455112,0.0924136,1.58262,0,0,0.471175,-0.136602,1.5298,0,0,0.448664,-0.317932,1.39155,0,0,0.424835,-0.380697,1.33654,0,0,0.179384,-0.355019,1.49824,0,0,0.171525,-0.589071,1.33742,0,0,0.197444,-0.927891,1.21346,0,0,0.194536,-0.927972,1.07139,0,0,0.335663,-0.360856,1.4981,0,0,0.236768,-0.600841,1.36414,0,0,0.425221,-0.697083,1.50541,0,0,0.313409,-0.655029,1.38903,0,0,0.2652,0.161054,1.61536,0,0,-0.0798168,-0.432031,1.46107,0,0,-0.0540875,-0.378704,1.46907,0,0,0.411555,-0.435029,1.30087,0,0,0.397066,-0.38277,1.35124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
72,0,0.267562,-0.349847,1.46459,0,0,0.267567,-0.044916,1.52447,0,0,0.265265,0.245805,1.56765,0,0,0.286355,0.401912,1.56616,0,0,0.0811935,0.123203,1.55728,0,0,-0.0235855,-0.111722,1.57088,0,0,-0.0680513,-0.299794,1.47388,0,0,-0.0683001,-0.369429,1.42206,0,0,0.459322,0.113086,1.52605,0,0,0.486617,-0.116687,1.47077,0,0,0.457066,-0.293102,1.33361,0,0,0.433143,-0.352612,1.27388,0,0,0.183731,-0.338105,1.43187,0,0,0.16774,-0.579672,1.27978,0,0,0.216213,-0.923082,1.2085,0,0,0.214512,-0.934513,1.06668,0,0,0.338091,-0.344351,1.42506,0,0,0.238117,-0.595216,1.31972,0,0,0.429018,-0.711589,1.44248,0,0,0.314144,-0.656841,1.33497,0,0,0.266208,0.174932,1.55939,0,0,-0.0646094,-0.41834,1.3894,0,0,-0.0405558,-0.371514,1.39152,0,0,0.41688,-0.407282,1.23809,0,0,0.426744,-0.381818,1.287,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
73,0,0.26572,-0.326072,1.39775,0,0,0.267886,-0.0200003,1.46376,0,0,0.267474,0.270604,1.51318,0,0,0.282278,0.430686,1.50792,0,0,0.0851063,0.142389,1.50325,0,0,-0.00522363,-0.0918858,1.50587,0,0,-0.0477892,-0.272111,1.4004,0,0,-0.0493173,-0.342392,1.35076,0,0,0.464319,0.142913,1.46923,0,0,0.498278,-0.0866294,1.41954,0,0,0.472248,-0.264705,1.28628,0,0,0.451558,-0.325811,1.22365,0,0,0.182918,-0.315603,1.36782,0,0,0.177324,-0.577666,1.23048,0,0,0.175265,-0.899976,1.10054,0,0,0.16211,-0.892661,0.955844,0,0,0.334684,-0.319667,1.3554,0,0,0.246258,-0.581006,1.25872,0,0,0.148581,-0.903251,1.1773,0,0,0.120171,-0.903035,1.0352,0,0,0.267971,0.19989,1.5033,0,0,-0.0464453,-0.391185,1.30818,0,0,-0.019145,-0.33335,1.33446,0,0,0.434702,-0.38111,1.19076,0,0,0.443747,-0.349904,1.23583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
74,0,0.274442,-0.311728,1.34863,0,0,0.273917,-0.000755496,1.41537,0,0,0.27091,0.293817,1.46537,0,0,0.28263,0.453255,1.45949,0,0,0.0901972,0.164416,1.44804,0,0,0.00962047,-0.0721857,1.44015,0,0,-0.0241788,-0.244294,1.32913,0,0,-0.0249406,-0.312886,1.27444,0,0,0.472854,0.166764,1.4238,0,0,0.505984,-0.0713664,1.38042,0,0,0.486414,-0.248924,1.25923,0,0,0.47496,-0.30077,1.1852,0,0,0.193625,-0.301291,1.31731,0,0,0.174039,-0.56256,1.1785,0,0,0.155589,-0.884349,1.04631,0,0,0.143039,-0.876046,0.901867,0,0,0.340594,-0.305436,1.30777,0,0,0.285701,-0.580928,1.21978,0,0,0.230466,-0.910154,1.15092,0,0,0.209002,-0.915814,1.00909,0,0,0.272044,0.222221,1.45532,0,0,-0.0197632,-0.362348,1.23265,0,0,0.00825917,-0.305655,1.24617,0,0,0.462723,-0.354814,1.15391,0,0,0.447139,-0.338594,1.219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
75,0,0.293482,-0.304777,1.28886,0,0,0.285756,0.0113781,1.35939,0,0,0.276065,0.30971,1.41268,0,0,0.290049,0.469989,1.40582,0,0,0.0957387,0.176685,1.38598,0,0,0.0202509,-0.0565958,1.36694,0,0,0.00288629,-0.233019,1.2358,0,0,0.00734219,-0.291313,1.18346,0,0,0.480237,0.179574,1.37817,0,0,0.522428,-0.0625107,1.33973,0,0,0.507523,-0.244491,1.19657,0,0,0.499718,-0.286078,1.13472,0,0,0.212165,-0.292892,1.25377,0,0,0.17528,-0.547105,1.14814,0,0,0.133319,-0.892065,1.04851,0,0,0.121798,-0.891104,0.905197,0,0,0.358309,-0.299705,1.25231,0,0,0.382818,-0.581333,1.17086,0,0,0.420088,-0.908674,1.1116,0,0,0.416336,-0.918101,0.970957,0,0,0.278813,0.237328,1.40181,0,0,0.0157024,-0.335335,1.14042,0,0,0.0512069,-0.2835,1.19525,0,0,0.490564,-0.335645,1.10468,0,0,0.472546,-0.310644,1.16325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,7,0,0,0,0,0,0,20,8,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,10,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,13,0,0,0,0,0,0,13,14,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,17,0,0,0,0,0,0,17,18,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,21,0,0,0,0,0,0,7,22,0,0,0,0,0,0,11,23,0,0,0,0,0,0,11,24,0,0,0,0,0,0,
